SKU,Quantity In Stock,Clearance,Wholesale Price,Retail Price,MAP Minimum Advertised Price,Maximum Order Quantity,UPC,MPN,GTIN,Amazon,Walmart,Ebay,Pet Category,Sub Category,Product Title,Size,Variant Name,Description,Brand,Condition,Product Count,Length,Width,Height,Weight,Picture URLs,Image Count,Color,Shopify Handle,Product URL
PV22006,5,,103.43,181.99,0,,048081220061,22006,48081220061,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Cages, Prevue",Prevue Parakeet Bird Cages Assorted Colors,6 count,6 count Prevue Parakeet Bird Cages Assorted Colors,"<p>Prevue Parakeet Cages provide comfortable, stylish homes for your parakeet, canary, or other small bird. A removable grille and pull-out debris tray allow easy cleaning, and each cage includes 2 plastic cups and 2 plastic perches.</p><ul><li>Comfortable, stylish home for parakeets, canaries and other small birds</li><li>Removable grille and pull-out debris tray make cleaning easy</li><li>Each cage includes 2 plastic feeding cups and 2 plastic perches</li></ul><p>The powder-coated steel mesh is non-toxic and pet safe. Wash the cage regularly with mild soap, warm water, and the Prevue Cage Saver Scrub Pad (#109). Dry thoroughly. Do not dry the tray in the sun to prevent warping.</p><p>Note: Cages ship in assorted colors and roof styles.</p><p>Prevue Parakeet Bird Cages Dimensions: 13.5""L x 11""W x 16""H.</p><p>Assembly Instructions:<br>1) Place the plastic base on a stable surface.<br>2) Open the cage body wire mesh and attach the bottom of the body to the plastic base. The main door of the cage faces the front, and the wire loops attach the top face outward.<br>3) Attach the cage top to the body assembly, using the wire hooks to position and secure the top into place.<br>4) Place any additional items, such as perches or feeding cups into position.<br>5) Make sure that all latches securing the top to the body and the body to the base are in place and secure before use.</p>",Prevue,NEW,1,27.88,11.25,15.875,8.588,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__3.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__4.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__5.jpg,ITEMIMAGEURL6=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__6.jpg,ITEMIMAGEURL7=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv22006__7.jpg",7,,prevue-parakeet-bird-cages-assorted-colors,https://www.petwholesaleusa.com/products/prevue-parakeet-bird-cages-assorted-colors
PV91616,5,,46.58,81.99,0,,048081916162,SPECONO-1616-M,48081916162,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Cages, Prevue",Prevue Cockatiel Bird Cage Assorted Colors,Small - 1 count,Small - 1 count Prevue Cockatiel Bird Cage Assorted Colors,"<p>Prevue Cockatiel Cages provide a comfortable, stylish home for your cockatiel, parakeet, or other small-to-medium-sized bird. A removable grille and pull-out debris tray allow easy cleaning, and each cage features 2 plastic hooded cups, perches, a carry handle, and a large front-opening door.</p><ul><li>Comfortable, stylish home for cockatiels, parakeets and other small-medium birds</li><li>Removable grille and pull-out debris tray make cleaning easy</li><li>Each cage includes 2 hooded feeding cups, perches, carry handle and large door</li></ul><p>The powder-coated steel mesh is non-toxic and pet safe. Wash the cage regularly with mild soap, warm water, and the Prevue Cage Saver Scrub Pad (#109). Dry thoroughly. Do not dry the tray in the sun to prevent warping.</p><p>Note: Cages ship in assorted colors.</p><p>Prevue Cockatiel Bird Cage Dimensions:<br>Small: 16""L x 16""W x 22""H<br>Medium: 18""L x 18""W x 24""H.</p><p>Assembly Instructions:<br>1) Place the plastic base on a stable surface.<br>2) Open the cage body wire mesh and attach the bottom of the body to the plastic base. The main door of the cage faces the front, and the wire loops attach to the top facing outward.<br>3) Attach the cage top to the body assembly, using the wire hooks to position and secure the top into place.<br>4) Place any additional items, such as perches or feeding cups into position.<br>5) Make sure that all latches securing the top to the body and the body to the base are in place and secure before use.</p>",Prevue,NEW,1,33,22,9,6.875,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/pv91616__1.jpg,1,,prevue-cockatiel-bird-cage-assorted-colors,https://www.petwholesaleusa.com/products/prevue-cockatiel-bird-cage-assorted-colors
R01417,5,,30,52.99,29.53,,073101014177,401417,73101014177,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Meat and Jerky Treats, Dog Natural Treats, Dog Soft and Paste Treats, USA Dog Treats, Stewart",Stewart Freeze Dried Beef Liver Treats,17.5 oz,17.5 oz Stewart Freeze Dried Beef Liver Treats,"<p>A healthy dog is a happy dog, and a happy you! Stewart Freeze-Dried Beef Liver Dog Treats are made with one simple ingredient: 100% Beef Liver. Our single-ingredient treats are grain-free and gluten-free and never enhanced with artificial flavoring or fillers like corn and soy, meaning youll be feeding your best friend the prime quality they deserve. These natural dog treats are great for training, dog enrichment toys, play time, or rewarding a job well done. Packaged in a resealable tub to keep them fresh, these yummy dog treats are also perfect to put inside fun puppy chew toys for teething or dog toys for aggressive chewers. Stewart Freeze Dried Dog Treat morsels are also the perfect dog food toppers to add when you reach the end of the tub, meaning our treats are multi-use and great for more than training your pets. These delicious treats are lightweight and easy to store with a long shelf life, made in the USA, and crafted with care in small batches to ensure the highest quality. Our single-ingredient dog snacks are designed for dogs of all sizes and ages we love them all! Choose Stewart because its real food, and nothing else.</p><ul><li>Single Ingredient Treats: Made from one simple ingredient: 100% pure beef liver; these freeze-dried dog treats are gluten-free, grain-free, and are packed with protein, vitamin D, and well-balanced amino acids to support strong muscle?s</li><li>A healthier option: Freeze-drying preserves the natural nutrients in the treats, making for lightweight, easily-stored treats</li><li>Nutrient-rich: Rich in Omega 3 and Omega 6 fatty acids, ensuring your best friend has a healthy coat and skin</li></ul><p>Ingredients100% Pure Beef Liver.</p>",Stewart,NEW,1,8,8,5,1.28,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/r01417__1.jpg,1,,stewart-freeze-dried-beef-liver-treats,https://www.petwholesaleusa.com/products/stewart-freeze-dried-beef-liver-treats
RH23659,5,,4.71,11.99,8.99,,073626236597,423659,73626236597,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog First Aid and Recovery, New Dog Supplies, Miracle Care",Miracle Care Kwik-Stop Liquid Bandage Spray,4 oz,4 oz Miracle Care Kwik-Stop Liquid Bandage Spray,"<p>Miracle Care Liquid Bandage Spray is designed to provide a protective waterproof seal to minor wounds. The Liquid Bandage Spray provides a soothing and breathable protection while keeping debris, dirt and germs out.</p><ul><li>Protect Minor Wounds With Waterproof Seal</li><li>Soothing & Breathable Formula Allows For Protection & Healing</li><li>Bitter Taste Discourages Licking, Biting & Chewing</li></ul><p>DIRECTIONSClean and dry wound. Spray over the affected area. Allow to dry 1 to 2 minutes while controlling any product runoff. Pat dry any excess product. Product will completely dry to a non-tacky, waterproof film. <p>",Miracle Care,NEW,1,1.38,1.38,6.25,0.308,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rh23659__1.jpg,1,,miracle-care-kwik-stop-liquid-bandage-spray,https://www.petwholesaleusa.com/products/miracle-care-kwik-stop-liquid-bandage-spray
RH33032,5,Clearance,13.59,27.99,19.99,,073626330325,423447,73626330325,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Bird Supplies,"Bird Health Aids, New Bird Supplies, Miracle Care",Miracle Care Feather Glo Bird Bath Spray,32 oz,32 oz Miracle Care Feather Glo Bird Bath Spray,"<p>Miracle Care Feather Glo Bird Bath Spray is an ingenious product that helps revitalize and condition your birds skin and feathers. The original daily bird spray since 1944, Feather Glo cleanses, beautifies and invigorates feathers and skin without the need for a full bath.</p><ul><li>Softens plumage and keeps oil glands open</li><li>Minimizes molting and keeps your bird happy and healthy</li><li>Penetrates to the skin for a healthy, beautiful feathered friend</li><li>Primp that pretty bird</li></ul><p>Great for use on cockatoos, parrots, cockatiels, lovebirds, parakeets, finches, canaries and all cage birds.</p>",Miracle Care,NEW,1,2.88,4.63,9,2.18,ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rh33032__1.jpg,1,,miracle-care-feather-glo-bird-bath-spray,https://www.petwholesaleusa.com/products/miracle-care-feather-glo-bird-bath-spray
RP11305,5,,27.06,54.99,0,,096316113053,100111305,96316113053,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Bark, Soil and Moss, Zilla","Zilla Jungle Mix with Fir and Sphagnum Peat Moss for Frogs, Rainforest Geckos, Toads and Snakes",24 quart,"24 quart Zilla Jungle Mix with Fir and Sphagnum Peat Moss for Frogs, Rainforest Geckos, Toads and Snakes","<p>Zilla Jungle Mix is a fir and sphagnum peat moss thats ideal for frogs, rainforest geckos, toads and snakes. This 100% natural litter is ideal for tropical and forest habitats. Zilla Jungle Mix holds moisture, which is perfect for humidity loving reptiles, and promotes digging, breeding and egg incubation.</p><ul><li>100% natural, organic and completely biodegradable</li><li>Holds moisture for humidity loving reptiles</li><li>Perfect for burrowing reptiles</li></ul>",Zilla,NEW,1,19,14.2,5,19.6,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp11305__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp11305__2.jpg",2,,zilla-jungle-mix-with-fir-and-sphagnum-peat-moss-for-frogs-rainforest-geckos-toads-and-snakes,https://www.petwholesaleusa.com/products/zilla-jungle-mix-with-fir-and-sphagnum-peat-moss-for-frogs-rainforest-geckos-toads-and-snakes
RP11351,5,,25.15,50.99,0,,096316113510,100111351,96316113510,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Caves and Hides, Reptile Top Sellers, Zilla",Zilla Rock Lair Naturalistic Hideaway for Reptiles,Medium - 1 count,Medium - 1 count Zilla Rock Lair Naturalistic Hideaway for Reptiles,"<p>Zilla Reptile Rock Lairs provide an instant burrow for your scaly friend. Each shelter features a non-porous exterior that cleans easily, preventing water retention and bacterial growth. The top of the lair also makes a great basking platform so your pet can get the warmth and UV it needs.</p><ul><li>Naturalistic look complements habitat decor</li><li>Non-porous surface is easy to clean and prevents water retention</li><li>Top makes an excellent basking platform</li><li>Provides a burrow for your lizard or snake</li></ul><p>Zilla Rock Lairs are safe for aquatic and terrestrial habitats and ideal for a wide variety of reptiles.Cleaning: Wash with warm, soapy water and rinse.</p><p>Rock Lair Hideaway Dimensions:<br>Small Rock Lair - 5""L x 5.5""W x 4""H<br>Medium Rock Lair - 5.75""L x 8.5""W x 5.25""H<br>Large Rock Lair - 11""L x 8""W x 6""H.</p>",Zilla,NEW,1,10.25,7.5,7,4.6,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp11351__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp11351__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp11351__3.jpg",3,,zilla-rock-lair-naturalistic-hideaway-for-reptiles,https://www.petwholesaleusa.com/products/zilla-rock-lair-naturalistic-hideaway-for-reptiles
RP67014,5,,22.93,45.99,17.95,,096316670143,100111498,96316670143,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Reptile Supplies,"Reptile Screen Covers and Clips, Zilla",Zilla Fresh Air Screen Cover Fine,15-20 gallon - 1 count,15-20 gallon - 1 count Zilla Fresh Air Screen Cover Fine,"<p>The Zilla Fresh Air Screen Cover provides security, safety and peace of mind when housing animals in aquariums. Fresh Air screens allow a healthy exchange of air to keep your cold-blooded reptile active and healthy. The metal mesh and steel frame are built to resist scratching, biting, and the intense temperatures of heat lamps.</p><ul><li>Tough escape-proof mesh resists scratches, bites and corrosion</li><li>Mesh and steel frame withstand high heat of reptile bulbs for years of daily use</li><li>Promotes healthy exchange of fresh air for cold-blooded reptiles</li></ul><p>The tough, escape-proof galvanized steel mesh resists corrosion and the scratching and biting of even the largest pets. The metal mesh and black steel frame withstand the high heat from reptile bulbs and retain their shape after years of daily use. Pre-drilled holes allow for quick attachment of Zilla Locking Screen Clips, combination locks, and power cords (sold separately).</p><p>Note: Measure the length and width of the top of your terrarium before ordering to ensure a correct fit!.</p>",Zilla,NEW,1,23.5,12.8,0.8,1.4,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp67014__1.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp67014__2.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/rp67014__3.jpg",3,,zilla-fresh-air-screen-cover-fine,https://www.petwholesaleusa.com/products/zilla-fresh-air-screen-cover-fine
RR00006,5,Clearance,14.54,29.99,19.99,,865520000000,10087,8.66E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Stain and Odor Control, New Dog Supplies, Rocco and Roxie",Rocco and Roxie Professional Strength Oxy Stain Remover,32 oz,32 oz Rocco and Roxie Professional Strength Oxy Stain Remover,"<p>Accidents happen. Rocco & Roxie Oxy Stain Remover is the one to reach for. Its professional-strength formula goes to work at once, releasing active oxygen molecules that break up the gunk. The result: stains lift safely and completely out, leaving carpets, floors, furniture and other surfaces fresh and your beloved pet newly forgiven.</p><ul><li>Fast Acting Activated Oxygen technology breaks up stains right before your eyes. Eliminates stains at the source so they never come back</li><li>Tough Our Professional Strength Oxy formula will remove your toughest set-in stains caused by urine, feces, vomit, blood, dirt, grass, juice, chocolate, coffee, tea, blueberries, tomato sauce, ink, red wine and much more</li><li>Gentle Chlorine free and color safe. Certified Safe for use on all carpet types. We have earned the Seal of Approval from the trusted Carpet and Rug Institute (CRI). Will not leave residue that will attract dirt or leave your carpet feeling crunchy</li></ul><p>DirectionsDIRECTIONS: Pre-test for color fastness on a hidden area. If color appears on cloth, discontinue use. For Hard Surfaces: 1. Open sprayer tip and completely spray area to be cleaned. 2. Wipe with a clean cloth or paper towel to remove excess. For heavy build-up, agitate stained surface with a brush. For Fabric and Carpet: 1. Open sprayer tip and spray spot. 2. Allow to settle into the stain for a few minutes. 3. For best results, agitate and blot the spot with a clean white towel.</p><p>IngredientsWater, hydrogen peroxide, sodium laurel ether sulfate, proprietary ethoxylated alcohol, d-limnene, potassium pyrophosphate.</p>",Rocco and Roxie,NEW,1,5,5,5,2.25,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2804.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2805.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2806.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2807.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2808.jpg,ITEMIMAGEURL6=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2809.jpg",6,,rocco-and-roxie-professional-strength-oxy-stain-remover,https://www.petwholesaleusa.com/products/rocco-and-roxie-professional-strength-oxy-stain-remover
RR00007,5,Clearance,14.14,28.99,19.99,,865520000000,10084,8.66E+11,Allowed by Manufacturer,Allowed by Manufacturer,Allowed by Manufacturer,Dog Supplies,"Dog Stain and Odor Control, New Dog Supplies, Rocco and Roxie",Rocco and Roxie Professional Strength Stain and Odor Eliminator,32 oz,32 oz Rocco and Roxie Professional Strength Stain and Odor Eliminator,"<p>Easy to use, efficient, and eco-friendly describes Zilla Aquatic Reptile Internal Filter with SmartClean Technology. SmartClean Technology provides quick and easy water changes to help improve water quality. Installation is quick and easy; they are self-priming and include suction cups. The filter includes a Bio-Holster cartridge holder for beneficial bacteria to grow (biological filtration) and a Zilla EcoRenew cartridge made from sustainable fibers and infused with carbon. Both feature a NoDrip design that helps to eliminate water mess when changing them out. The QuietFlow Internal Filter with SmartClean Technology also includes an adjustable flow rate feature to cover a range of aquarium sizes. This Aquatic Reptile Internal filter is designed for turtles and other aquatic animals featuring a protective grate that helps to prevent the animal from entering the filter.</p><ul><li>Protective Grate prevents animals from entering the filter</li><li>SmartClean technology provides quick and easy water change to help improve water quality for a clean and clear aquarium</li><li>Includes Zilla EcoRenew cartridge that is sustainable, biodegradable, and fully compostable</li></ul><p>DirectionsEach filter comes with a replaceable carbon cartridge that removes odor, waste, and debris from water. Also included are suction cups and hanging clips that make installation quick and easy. A protective grate is in place to prevent the animal from entering the filter.</p>",Rocco and Roxie,NEW,1,5,5,5,2.25,"ITEMIMAGEURL1=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2810.jpg,ITEMIMAGEURL2=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2811.jpg,ITEMIMAGEURL3=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2812.jpg,ITEMIMAGEURL4=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2813.jpg,ITEMIMAGEURL5=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2814.jpg,ITEMIMAGEURL6=https://d3d71ba2asa5oz.cloudfront.net/12048233/images/2815.jpg",6,,rocco-and-roxie-professional-strength-stain-and-odor-eliminator,https://www.petwholesaleusa.com/products/rocco-and-roxie-professional-strength-stain-and-odor-eliminator
