Ord,Item,Description,UPC,REF#,Sugg. Retail,Discount %,Net Price US $
,DIDSKIFO11-Q,"CH.DIOR/DIORSKIN FOREVER UNDERCOVER FOUNDATION (070 DARK BROWN) 1.3 OZ (40 ML) 
DEEP TO VERY DEEP SKIN
NEUTRAL UNDERTONE", 3348901383707, C000900070,54.00,56,23.65
,CLMA2,CLARINS/ 01 SUPRA VOLUME MASCARA BLACK 0.25 OZ (7 ML), 3380810313741, 80051985,28.00,37,17.70
,CLMYCLMA1,"CLARINS/MY CLARINS MY BLACK MASCARA 0.10 OZ (5 ML)
01 -BLACK", 3666057006791, 80081032,22.00,53,10.35
,CPBL1-Q,CLE DE PEAU BEAUTE/CHEEK COLOR DUO REFILL BLUSH 0.17, 729238318403, 31840,48.00,59,19.70
,CPBL7-Q,CLE DE PEAU BEAUTE/CHEEK COLOR DUO REFILL BLUSH (1) 0.17, 729238318397, 31839,48.00,59,19.70
,CPBL8-Q,CLE DE PEAU BEAUTE/CHEEK COLOR DUO REFILL BLUSH (5) 0.17, 729238322271, 3227,48.00,61,18.70
,CPBL4-Q,CLE DE PEAU BEAUTE/CREAM BLUSH (1 CRANBERRY) 0.21 OZ, 729238133693, 13369,60.00,44,33.80
,CPPL25-Q,"CLE DE PEAU/COLLECTION BAL MASQUE LIP AND EYE COLOR PALETTE 
4 EYESHADOW SHADES
LIPSTICK AND MASCARA", 729238117778, 11777,210.00,75,53.51
,CPPL27-Q,"CLE DE PEAU/WINTRY FLOWER 3 PC SET 
3 EYE SHADOW, 2 BLUSH
LIPSTICK AND MASCARA", 729238331952, 33195,210.00,75,51.49
,CPPL28-Q,"CLE DE PEAU/BEAUTE CELESTE 3 PC SET 
3 EYESHADOW, 2 BLUSH
LIPSTICK AND MASCARA", 729238728486, 72848,210.00,75,53.51
,CPPL26-Q,"CLE DE PEAU BEAUTE/ EYE COLOR PENCIL SET .05 OZ (1.5 ML) 
5 EYE PENCILS", 729238138711, 13871,95.00,66,32.30
,CPPW3-Q,CLE DE PEAU BEAUTE/ HIGHLIGHTER FACE AND BODY POWDER 0.33 OZ (10 ML), 730852118027, 11802,120.00,61,46.50
,CPELP1-Q,CLE DE PEAU BEAUTE BLUE EYE LINER PENCIL .003 OZ (1 ML), 729238331259, ,25.00,59,10.25
,CPEL3-Q,"CLE DE PEAU BEAUTE/INTENSIFYING CREAM EYELINER (101) 0.19 OZ (4.5 ML) 
WITH BRUSH", 729238326408, 32640,60.00,66,20.70
,CPPL21-Q,CLE DE PEAU BEAUTE/4 SHADE EYE SHADOW PALETTE (318) 0.15 OZ, 729238146556, 14655,80.00,70,24.05
,CPPL22-Q,CLE DE PEAU BEAUTE/4 SHADE EYE SHADOW PALETTE (320) 0.15 OZ, 729238159051, 15905,80.00,70,24.05
,CPPL11-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 210 0.21 OZ, 729238331150, 33115,55.00,71,16.20
,CPPL12-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 308 0.21 OZ, 729238724693, 72469,55.00,64,19.70
,CPPL13-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 105  0.15OZ, 729238133679, 13367,55.00,62,20.70
,CPPL14-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 108  0.15OZ, 729238156531, 15653,55.00,62,20.70
,CPPL15-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 102  0.15OZ, 729238133648, 13364,55.00,62,20.70
,CPPL16-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 101  0.15OZ, 729238133631, 13363,55.00,62,20.70
,CPPL17-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 106  0.15OZ, 729238133686, 13368,55.00,62,20.70
,CPPL19-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 103  0.15OZ, 729238133655, 13365,55.00,62,20.70
,CPPL20-Q,CLE DE PEAU BEAUTE/EYE COLOR DUO REFILL 107  0.15OZ, 729238156524, 15652,55.00,61,21.20
,CPPL3-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 302 0.21 OZ, 729238727687, 72768,55.00,61,21.20
,CPPL5-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 315 0.21 OZ, 729238132627, 13262,55.00,62,20.70
,CPPL6-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 311 0.21 OZ, 729238116702, 11670,55.00,62,20.70
,CPPL7-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 309 0.21 OZ, 729238114227, 11422,55.00,62,20.70
,CPPL9-Q,CLE DE PEAU BEAUTE/EYE COLOR QUAD REFILL 209 0.21 OZ, 729238331143, 33114,55.00,84,8.75
,CPPL1-Q,"CLE DE PEAU BEAUTE/8 SHADE EYE SHADOW PALETTE 0.31 OZ 
WITH 4 BRUSHES", 729238132078, 13207,80.00,67,26.05
,CPPL23-Q,CLE DE PEAU/LIP COLOR PALETTE 0.8 OZ (1) (2.5 ML), 729238132085, 13208,65.00,73,17.70
,CPPL24-Q,CLE DE PEAU/LIP COLOR PALETTE 0.8 OZ (2) (2.5 ML), 729238133341, 13334,65.00,73,17.70
,CPLL1-Q,CLE DE PEAU/LIP LINER PENCIL CARTRIDGE (103) 0.01 OZ (0.3 ML), 729238318915, 31891,25.00,61,9.75
,CPLL2-Q,CLE DE PEAU/LIP LINER PENCIL CARTRIDGE (205) 0.01 OZ (0.3 ML), 729238332515, 33251,25.00,61,9.75
,CPLL3-Q,CLE DE PEAU/LIP LINER PENCIL CARTRIDGE (104) 0.01 OZ (0.3 ML), 729238325371, 32537,25.00,61,9.75
,CPLL4-Q,CLE DE PEAU/LIP LINER PENCIL CARTRIDGE (101) 0.01 OZ (0.3 ML), 729238318892, 31889,25.00,61,9.75
,CPLL5-Q,CLE DE PEAU/LIP LINER PENCIL CARTRIDGE (102) 0.01 OZ (0.3 ML), 729238318908, 31890,25.00,69,7.70
,CPLL6-Q,CLE DE PEAU/LIP LINER PENCIL CARTRIDGE (105) 0.01 OZ (0.3 ML), 729238325388, 32538,25.00,73,6.75
,CPLL7-Q,CLE DE PEAU/LIP LINER PENCIL (103 LEGEND) 0.008 OZ (0.25 ML), 729238164840, 16484,65.00,80,13.20
,CPLS2-Q,CLE DE PEAU BEAUTE/LTD. EDITION LIPSTICK CASHMERE (512) RED PASSION 0.14 OZ, 729238159082, 15908,65.00,77,15.20
,CPLS3-Q,CLE DE PEAU BEAUTE/EXTRA RICH LIPSTICK (T8) 0.14 OZ, 729238330900, 33090,65.00,77,15.20
,CPLS4-Q,CLE DE PEAU BEAUTE/EXTRA RICH LIPSTICK (210) 0.14 OZ, 729238727168, 72716,65.00,77,15.20
,CPLS5-Q,CLE DE PEAU BEAUTE/EXTRA RICH LIPSTICK (T2) 0.14 OZ, 729238328969, 32896,65.00,77,15.20
,CPLS6-Q,CLE DE PEAU BEAUTE/EXTRA RICH LIPSTICK (312) 0.14 OZ, 729238726611, 72661,65.00,80,13.20
,CPNP3-Q,CLE DE PEAU BEAUTE/LIMITED EDITION NAIL LACQUER (6) PLUM 0.27 OZ, 729238118584, 11858,25.00,69,7.75
,CPNP4-Q,CLE DE PEAU BEAUTE/LIMITED EDITION NAIL LACQUER (7) STAR SPARKLE 0.27 OZ, 729238118591, 11859,25.00,69,7.75
,CPNP6-Q,CLE DE PEAU BEAUTE/LIMITED EDITION NAIL LACQUER (11) 0.27 OZ, 729238133778, 13377,25.00,73,6.75
,CPNP7-Q,CLE DE PEAU BEAUTE/LIMITED EDITION NAIL LACQUER (8) 0.27 OZ, 729238133747, 13374,25.00,77,5.75
,CPNP8-Q,"CLE DE PEAU BEAUTE/COLLECTION BAL MASQUE NAIL LAQUER TRIO 0.27 OZ X3 (8 ML) 
COLORS 1,2,3", 730852118010, 11801,75.00,81,14.20
,CPENRHLS10-Q,CLE DE PEAU BEAUTE/ENRICHED GOLDEN CORAL LIPSTICK 0.07 OZ (2 ML), 729238133600, ,58.00,88,6.75
,CPENRHLS15-Q,CLE DE PEAU BEAUTE/ENRICHED LIP LUMINIZER REFILL (234) BERRY 0.07 OZ, 729238116603, ,58.00,88,6.75
,CPENRHLS7-Q,CLE DE PEAU BEAUTE/ENRICHED LIP LUMINIZER REFILL (229) ORANGE SORBET 0.07 OZ, 729238116559, ,58.00,72,16.20
,CPENRHLS8-Q,CLE DE PEAU BEAUTE/ENRICHED LIP LUMINIZER REFILL (228) FRUIT COULIS 0.07 OZ, 729238116542, ,58.00,83,9.75
,CPLQLS1-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID LIPSTICK (15) 0.18 OZ (5.5 ML), 729238132559, 13255,50.00,79,10.75
,CPLQLS2-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID LIPSTICK (16) 0.18 OZ (5.5 ML), 729238132566, 13256,50.00,85,7.75
,CPLQLS3-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID LIPSTICK (17) 0.18 OZ (5.5 ML), 729238132573, 13257,50.00,85,7.75
,CPLQLS4-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID LIPSTICK (18) 0.18 OZ (5.5 ML), 729238132580, 13258,50.00,85,7.75
,CPLQLS6-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID LIPSTICK (13) 0.18 OZ (5.5 ML), 729238132535, 13253,50.00,81,9.75
,CPRDNTCN6-Q,CLE DE PEAU BEAUTE/RADIANT CORRECTOR FOR EYES (DARK) 0.08 OZ (2.2 ML), 729238146051, 14605,70.00,85,10.25
,CPRDNTLS1-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID ROUGE SHINE (509) ORANGE CRUSH  0.26 OZ (8 ML), 729238156982, 15698,50.00,85,7.75
,CPRDNTLS2-Q,CLE DE PEAU BEAUTE/RADIANT LIQUID ROUGE SHINE (508) SWEET JELLIES 0.26 OZ (8 ML), 729238156999, 15699,50.00,81,9.75
,CPLUMIH1-Q,CLE DE PEAU BEAUTE/SOLO LAVENDER HIGHLIGHTER REFILL 0.35 OZ (10 ML), 729238140936, ,95.00,46,51.00
,CPSOLOES1-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE  COLOR (201) SMOKEY GREEN 0.06 OZ (1.8 ML), 729238118416, 11841,38.00,74,9.75
,CPSOLOES10-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR 205 0.06 OZ (1.8 ML), 729238118454, 11845,38.00,80,7.75
,CPSOLOES11-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR 207 0.06 OZ (1.8 ML), 729238118478, 11847,38.00,80,7.75
,CPSOLOES12-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR 206 0.06 OZ (1.8 ML), 729238118461, 11846,38.00,85,5.75
,CPSOLOES13-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR 202 0.06 OZ (1.8 ML), 729238118423, 11842,38.00,85,5.75
,CPSOLOES2-Q,CLE DE PEAU BEAUTE/SOLO ORIENTAL BLUE EYE SHADOW POWDER 0.06 OZ (1.8 ML), 729238138384, ,38.00,80,7.75
,CPSOLOES3-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR (203) DEEP PURPLE 0.06 OZ (1.8 ML), 729238118430, 11843,38.00,80,7.75
,CPSOLOES4-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR (211) PALE BEIGE 0.06 OZ (1.8 ML), 729238138377, 13837,38.00,80,7.75
,CPSOLOES5-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR (209) FRENCH BLUE 0.06 OZ (1.8 ML), 729238118492, 11849,38.00,80,7.75
,CPSOLOES6-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE COLOR (210) DARK BROWN 0.06 OZ (1.8 ML), 729238118508, 11850,38.00,80,7.75
,CPSOLOES7-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE  COLOR (204) BEIGE 0.06 OZ (1.8 ML), 729238118447, ,38.00,74,9.75
,CPSOLOES9-Q,CLE DE PEAU BEAUTE/SOLO POWDER EYE  COLOR 208 0.06 OZ (1.8 ML), 729238118485, 11848,38.00,88,4.75
,CPES2-Q,CLE DE PEAU BEAUTE/SATIN EYE COLOR EYE SHADOW (117) 0.07 OZ (2 ML), 729238329478, 32947,38.00,74,9.75
,CPSOLOES14-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (101) 0.07 OZ (2 ML), 729238327207, 32720,45.00,78,9.75
,CPSOLOES15-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (115) 0.07 OZ (2 ML), 729238329058, 32905,45.00,78,9.75
,CPSOLOES16-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (111) 0.07 OZ (2 ML), 729238329010, 32901,45.00,78,9.75
,CPSOLOES17-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (104) 0.07 OZ (2 ML), 729238327238, 32723,45.00,78,9.75
,CPSOLOES18-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (105) 0.07 OZ (2 ML), 729238327245, 32724,45.00,78,9.75
,CPSOLOES19-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (112) 0.07 OZ (2 ML), 729238329027, 32902,45.00,90,4.45
,CPSOLOES20-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (106) 0.07 OZ (2 ML), 729238327252, 32725,45.00,78,9.75
,CPSOLOES21-Q,CLE DE PEAU BEAUTE/SOLO SATIN EYE COLOR (110) 0.07 OZ (2 ML), 729238327290, 32729,45.00,78,9.75
